1261, 1024, 0
1261, 256, 0
1261, 512, 0
1280, 1024, 0
1280, 256, 0
1280, 512, 0
1281, 1024, 0
1281, 256, 0
1281, 512, 0
1523, 1024, 0
1523, 256, 0
1523, 512, 0
1600, 1024, 0
1600, 256, 0
1600, 512, 0
1601, 1024, 0
1601, 256, 0
1601, 512, 0
320, 1024, 0
320, 256, 0
320, 512, 0
321, 1024, 0
321, 256, 0
321, 512, 0
584, 1024, 0
584, 256, 0
584, 512, 0
640, 1024, 0
640, 256, 0
640, 512, 0
641, 1024, 0
641, 256, 0
641, 512, 0
928, 1024, 0
928, 256, 0
928, 512, 0
960, 1024, 0
960, 256, 0
960, 512, 0
961, 1024, 0
961, 256, 0
961, 512, 0
